target_volume,shift_type,shift_type_encoded,day_of_week,is_weekend,is_peak_season,team_size,historical_spoilage_rate,inbound_ratio,has_oversized_items,base_pallets,spoilage_buffer_pallets,oversized_extra_pallets,pallets_to_order,carts_needed
17173,morning,0,0,0,0,65,0.06847021440260298,0.587427744625683,0,96,7,0,105,530
19158,afternoon,1,6,1,0,62,0.025936224174386586,0.3042030669041487,1,107,3,10,122,592
2306,night,2,6,1,0,17,0.04874938968414073,0.3833003526711181,0,13,2,0,16,72
5154,afternoon,1,3,0,0,70,0.03222297970436501,0.5492820210474587,0,29,2,0,33,160
11206,morning,0,1,0,0,65,0.06137166917754881,0.6727965290351781,1,63,4,7,75,346
3319,night,2,3,0,1,28,0.09741370810162035,0.7044624500116994,0,19,3,0,23,103
13798,morning,0,3,0,0,37,0.08226894907334129,0.6644718460402759,0,77,7,0,83,426
9315,night,2,2,0,0,20,0.04914508136331661,0.5432013616426048,1,52,4,6,63,288
12158,morning,0,0,0,0,13,0.11207108631711882,0.44063877392343365,0,68,8,0,75,376
52925,peak,3,4,0,0,31,0.035777687525567495,0.5223580801207554,1,295,15,42,352,1634
4968,afternoon,1,6,1,0,17,0.04738351701496414,0.30464744904502733,0,28,2,0,30,154
7927,morning,0,5,1,0,90,0.10112565807112099,0.5989797280559126,1,45,5,7,58,245
5497,morning,0,1,0,1,66,0.04366812640266402,0.3372834520549807,0,31,2,0,32,170
10228,morning,0,6,1,0,59,0.10145152590543072,0.37269504743685605,1,57,6,6,69,316
8819,night,2,4,0,0,69,0.137232962035538,0.6129883102261314,0,49,9,0,57,273
22314,peak,3,2,0,0,53,0.1197623944635384,0.30667433617287465,0,124,21,0,145,689
15953,afternoon,1,2,0,0,85,0.03920126484355086,0.5867776666472153,1,89,4,13,107,493
12176,afternoon,1,1,0,0,32,0.08245981058039042,0.6191900436601399,0,68,6,0,74,376
9233,night,2,4,0,1,17,0.07067858761189816,0.6941375067584394,0,52,6,0,59,285
2941,night,2,1,0,0,41,0.13900032958800765,0.3340152639817612,0,17,3,0,21,91
8870,afternoon,1,1,0,0,34,0.13572808420886995,0.30146583169825925,0,50,8,0,58,274
5375,afternoon,1,0,0,0,47,0.035253446332508584,0.6834289469649286,0,30,2,0,33,166
12850,afternoon,1,4,0,0,14,0.12904770464196003,0.4450269395995794,1,72,10,9,90,397
9290,afternoon,1,0,0,0,45,0.04321020056461505,0.7436026107617902,0,52,3,0,54,287
20661,morning,0,6,1,0,41,0.05833418020552992,0.3924842970623821,0,115,7,0,121,638
15377,afternoon,1,0,0,0,53,0.06240895756771321,0.592752877674372,0,86,6,0,94,475
15685,afternoon,1,6,1,0,32,0.054418645414618584,0.354704832177074,0,88,6,0,94,484
6173,night,2,5,1,0,15,0.12238925518003153,0.5013450742022041,1,35,6,6,47,191
6746,morning,0,0,0,0,60,0.059591888705165,0.7410321974844651,0,38,3,0,43,209
12146,afternoon,1,3,0,0,59,0.11800861029022296,0.6041737542052195,0,68,9,0,77,375
21000,afternoon,1,2,0,0,62,0.13932521798059488,0.6448085178832434,0,117,18,0,134,648
18998,afternoon,1,2,0,0,35,0.12089138453924549,0.41298516520207484,0,106,14,0,122,587
20903,morning,0,3,0,0,57,0.06153715117211507,0.7613754601840155,0,117,8,0,127,646
19479,afternoon,1,6,1,0,38,0.1053502872095435,0.6117412201739114,0,109,13,0,121,602
6763,afternoon,1,6,1,0,62,0.0840708136389288,0.35294274210991156,0,38,4,0,42,209
8931,afternoon,1,1,0,0,31,0.11438213406600903,0.3077761239182938,0,50,7,0,58,276
4866,afternoon,1,4,0,1,82,0.038371687357549006,0.30796125825693155,0,28,2,0,31,151
10506,afternoon,1,4,0,0,29,0.09657615111750847,0.3256058961079268,0,59,6,0,65,325
2951,night,2,4,0,0,19,0.11284001280100817,0.755807931135807,0,17,3,0,21,92
13241,morning,0,0,0,1,38,0.11134776024879682,0.47918936483489805,0,74,11,0,87,409
7392,night,2,4,0,0,25,0.1356311606724538,0.44911626377266334,1,42,7,4,54,229
20789,afternoon,1,4,0,0,29,0.02700936569411841,0.5082728616725838,0,116,4,0,120,642
18409,morning,0,6,1,0,76,0.06149352429107487,0.504785790098677,0,103,7,0,110,569
21259,morning,0,4,0,0,42,0.07718642981497266,0.4192466378447884,1,119,10,11,140,656
5840,morning,0,2,0,0,31,0.057171623407049746,0.3459140047924754,0,33,2,0,37,181
2122,night,2,3,0,0,81,0.05717474164069651,0.35431329631270064,1,12,2,1,15,66
7346,night,2,5,1,0,56,0.041135432802791166,0.5995943491135813,1,41,3,6,51,227
4269,night,2,6,1,0,12,0.11755416836302494,0.4984175258198827,0,24,4,0,28,132
9130,afternoon,1,1,0,0,30,0.1289682853261451,0.7512276939581091,1,51,7,6,64,282
10526,afternoon,1,3,0,0,50,0.029879283148610065,0.5318683552438372,0,59,2,0,61,325
9657,morning,0,4,0,0,38,0.03858786941099584,0.5517457878546742,0,54,3,0,59,298
13596,morning,0,1,0,0,67,0.04741435998462239,0.7641224906481277,0,76,4,0,82,420
12187,afternoon,1,1,0,0,27,0.0810784980625003,0.5508203697450977,0,68,6,0,76,377
14069,morning,0,3,0,1,89,0.11494064399611606,0.5509909887771554,0,79,12,0,93,435
16488,morning,0,3,0,0,18,0.028574662971794024,0.48158149014665047,1,92,3,9,103,509
11081,afternoon,1,3,0,0,31,0.09641755827901144,0.6552059301917066,0,62,7,0,68,342
3958,night,2,6,1,0,42,0.03792025475245037,0.49611383407582965,0,22,2,0,25,123
25942,peak,3,6,1,0,90,0.13657484814515183,0.5941610851999453,1,145,28,15,188,801
33512,peak,3,5,1,0,36,0.12785281170220902,0.5236976718640391,0,187,34,0,223,1035
17299,afternoon,1,3,0,0,12,0.13394994187349024,0.564372430482943,0,97,14,0,113,534
18647,afternoon,1,5,1,0,28,0.03273966530992497,0.7135136495808531,1,104,4,12,120,576
15646,afternoon,1,0,0,0,38,0.07856436594250303,0.5068665106713495,0,87,8,0,95,483
4051,night,2,2,0,0,35,0.03982958803980503,0.4150389030098292,1,23,2,4,28,126
14616,morning,0,5,1,0,73,0.09204266609397996,0.5851602127240012,0,82,8,0,90,452
13980,afternoon,1,2,0,0,63,0.04792869351942369,0.7687544092708153,0,78,4,0,81,432
5835,night,2,4,0,0,62,0.1124757180042765,0.646606010414509,0,33,5,0,38,181
14147,afternoon,1,0,0,0,77,0.09728031207796013,0.45418162194172246,0,79,9,0,88,437
13413,afternoon,1,1,0,0,68,0.08859255131447226,0.7814969159133482,0,75,7,0,84,414
15046,afternoon,1,3,0,0,66,0.11902725895583958,0.4713584505832075,1,84,11,11,108,465
17751,morning,0,4,0,0,64,0.08003276370019387,0.7916270119094735,0,99,8,0,106,548
6796,afternoon,1,1,0,1,30,0.052382208841482154,0.3959948643282317,0,38,3,0,41,210
17619,morning,0,6,1,0,24,0.09448465961601059,0.7998247671702663,0,98,10,0,110,544
7053,morning,0,2,0,0,40,0.13484751586373675,0.3379528249543,0,40,6,0,45,218
5855,morning,0,1,0,0,17,0.09213912360130469,0.6566199408628259,0,33,4,0,39,181
9947,night,2,3,0,0,84,0.09555433388473168,0.670220793022906,0,56,7,0,64,307
20342,morning,0,3,0,0,12,0.1321700817511597,0.6397873434823966,0,114,16,0,129,628
6168,afternoon,1,5,1,1,35,0.0818330120369294,0.6888033838231352,0,35,4,0,40,191
12584,morning,0,5,1,0,85,0.1395628954057751,0.5359164708237878,1,70,10,9,89,389
25044,peak,3,6,1,1,17,0.03915944522396905,0.32705697328795375,1,140,10,21,170,773
13303,morning,0,2,0,0,59,0.08444478116147844,0.47887664636724403,0,74,7,0,82,411
18507,afternoon,1,3,0,0,31,0.04554810092172577,0.6211572486000743,0,103,5,0,108,572
9546,night,2,0,0,0,87,0.07439916420088312,0.6231235236504415,0,54,5,0,58,295
7286,night,2,4,0,0,78,0.04046886914021217,0.39759691615666004,0,41,2,0,43,225
10974,morning,0,2,0,1,66,0.04670345258309673,0.42650260315494,0,61,4,0,66,339
6587,night,2,2,0,0,29,0.045296005955871625,0.5433490689412239,0,37,3,0,39,204
10535,afternoon,1,1,0,1,32,0.05840376068288095,0.6643052613561098,0,59,5,0,64,326
19826,afternoon,1,2,0,0,75,0.036152604142260375,0.726399051501228,0,111,5,0,116,612
20269,morning,0,6,1,1,48,0.11712106099700195,0.34324242402046135,0,113,17,0,132,626
14460,morning,0,4,0,0,30,0.04648107167506563,0.7628099578361062,0,81,4,0,86,447
4577,night,2,0,0,0,67,0.06998827941720502,0.7638658312729875,0,26,3,0,28,142
10339,afternoon,1,1,0,0,73,0.021926856587602916,0.3039668710489863,0,58,2,0,59,320
5684,afternoon,1,4,0,0,29,0.03258578519381385,0.553204787837651,0,32,2,0,34,176
8128,night,2,5,1,0,41,0.1275526280495902,0.5935721320206644,0,46,8,0,55,251
5489,night,2,2,0,0,67,0.12045922446085346,0.5768567145617204,1,31,5,4,40,170
10918,morning,0,6,1,0,53,0.12091069429462335,0.6078858287640968,0,61,8,0,69,337
12382,afternoon,1,3,0,0,64,0.06936241007058286,0.5516756409314698,0,69,6,0,74,383
19004,morning,0,5,1,0,85,0.036983695862199704,0.44690345688333794,1,106,4,15,125,587
3065,night,2,3,0,0,61,0.03294734257931793,0.3478521930803575,0,18,2,0,19,95
19819,afternoon,1,4,0,0,15,0.09267232697608585,0.40418970529432685,0,111,11,0,121,612
57146,peak,3,0,0,0,74,0.11938319058903556,0.6701275568939887,0,318,54,0,374,1764
21570,morning,0,3,0,0,78,0.12801373785682918,0.42053175931598796,0,120,16,0,135,666
11983,morning,0,6,1,0,67,0.054647798067227187,0.7148551678138648,0,67,4,0,73,370
8971,morning,0,4,0,1,60,0.05852318838001443,0.5017441835022627,0,50,4,0,54,277
11517,morning,0,1,0,0,33,0.03210519882337096,0.5072379274490624,0,64,3,0,66,356
10555,morning,0,2,0,0,23,0.11292917471216145,0.7342493705909657,1,59,7,8,73,326
25327,peak,3,0,0,0,60,0.05308283253453667,0.4071444141381974,0,141,11,0,154,782
15656,morning,0,6,1,0,24,0.07771153634761156,0.3948096183499158,1,87,7,9,105,484
13596,morning,0,6,1,0,44,0.1314676765434599,0.7927032027639158,0,76,10,0,85,420
8722,night,2,0,0,0,58,0.11026588763899244,0.5703022201290344,0,49,7,0,57,270
5458,afternoon,1,1,0,0,75,0.026328547554688615,0.39526035202882803,0,31,2,0,34,169
7459,night,2,0,0,0,28,0.020978551335131563,0.38290241502241873,1,42,2,4,50,231
18111,morning,0,4,0,0,45,0.11448895110564897,0.730832484663003,0,101,12,0,112,559
17336,afternoon,1,0,0,0,79,0.08630002843744349,0.5999229835687356,1,97,9,15,121,535
20392,morning,0,0,0,0,50,0.10644012912352412,0.35751912714088296,0,114,13,0,127,630
18247,morning,0,0,0,0,83,0.03881783861919362,0.7434540442781301,1,102,4,12,119,564
58811,peak,3,4,0,0,12,0.12464574199647442,0.5219525028403105,0,327,58,0,386,1815
10917,morning,0,5,1,0,16,0.11279899748173544,0.7946786360651957,0,61,7,0,68,337
13159,afternoon,1,2,0,1,51,0.12690066968655364,0.4408801638429438,1,74,13,8,97,407
5436,afternoon,1,3,0,0,74,0.060931529918896506,0.5644086157241031,1,31,2,4,36,168
5131,morning,0,5,1,1,12,0.053084623433989564,0.38655014036631535,1,29,2,3,35,159
4074,night,2,0,0,1,46,0.03820777279087123,0.5198529893449944,0,23,2,0,24,126
6599,morning,0,1,0,0,28,0.13161062095363965,0.38826877450466774,1,37,5,6,50,204
9011,afternoon,1,6,1,0,71,0.04121950442694089,0.4536155432594658,0,51,3,0,56,279
25375,peak,3,1,0,0,12,0.03431806804538061,0.43493286890998434,1,141,7,22,171,783
5359,afternoon,1,4,0,0,15,0.043121385078413885,0.441546966128596,0,30,2,0,34,166
57400,peak,3,2,0,0,20,0.1125658072112136,0.7849131556956657,1,319,51,43,413,1772
5375,morning,0,0,0,0,56,0.12674350819794572,0.31922324289409154,0,30,4,0,36,166
17848,afternoon,1,4,0,0,43,0.11730961477957093,0.5484307626867049,0,100,13,0,114,551
7880,morning,0,3,0,0,80,0.08758862634455418,0.6146229021321641,0,44,4,0,50,244
9254,night,2,2,0,0,25,0.1392661100933268,0.6303806872220026,0,52,9,0,63,286
57005,peak,3,2,0,0,62,0.028262487739213853,0.6772728440664926,0,317,13,0,331,1760
16669,morning,0,4,0,0,34,0.12406300133859507,0.6804827041131897,0,93,12,0,106,515
16774,afternoon,1,5,1,0,57,0.07132566340565227,0.7777514912179802,0,94,8,0,101,518
5095,morning,0,6,1,0,38,0.07461468184465597,0.6778339773018548,1,29,3,4,36,158
22016,afternoon,1,1,0,0,47,0.03531138723815366,0.7118446245865808,0,123,5,0,129,680
20323,afternoon,1,5,1,0,79,0.024011956922459412,0.5661577076263102,0,113,3,0,118,628
54222,peak,3,2,0,0,43,0.057995399128331994,0.6288366719116619,0,302,25,0,326,1674
16709,afternoon,1,1,0,1,84,0.040982423973671515,0.5390621584135971,1,93,6,12,113,516
11350,morning,0,2,0,0,77,0.0780006507285574,0.4382085234022168,0,64,5,0,69,351
20122,morning,0,6,1,0,53,0.037679663126452635,0.4566915401480333,1,112,5,11,130,621
10156,morning,0,2,0,0,61,0.03655132838027309,0.4802663716725935,0,57,3,0,59,314
14911,morning,0,2,0,0,68,0.12523747809246194,0.47032167394277163,0,83,11,0,94,461
6804,morning,0,3,0,0,75,0.1305553641591691,0.5665805312934544,1,38,5,6,51,210
9420,night,2,1,0,0,57,0.1357059450305492,0.42381586265330107,0,53,9,0,61,291
7675,afternoon,1,3,0,0,85,0.10166029314486943,0.5583210567658771,0,43,5,0,50,237
8778,afternoon,1,1,0,0,65,0.11252198057550433,0.7581206555804112,0,49,6,0,55,271
13852,morning,0,6,1,1,64,0.12029417062911552,0.5029819144310195,1,77,12,11,102,428
8392,night,2,6,1,0,40,0.09907064709447974,0.41132303223076466,1,47,6,7,62,259
7076,night,2,3,0,0,48,0.0596291725643035,0.47342794781828496,1,40,3,5,47,219
9259,morning,0,3,0,0,80,0.03876643981202289,0.7384436472521948,0,52,3,0,57,286
1935,night,2,3,0,1,25,0.04847279685897801,0.7708489617102524,0,11,2,0,14,60
17033,afternoon,1,6,1,0,38,0.12084968616859552,0.7433434465841973,0,95,13,0,108,526
22693,morning,0,6,1,0,16,0.10353166859442095,0.4436738056773117,0,127,14,0,140,701
18107,afternoon,1,4,0,0,55,0.0746954916231382,0.4939227568356202,0,101,8,0,110,559
13221,afternoon,1,3,0,0,26,0.023528609261654326,0.7874669122668876,0,74,2,0,77,408
21022,morning,0,5,1,0,78,0.05194452445206598,0.46192615533383835,0,117,7,0,124,649
35949,peak,3,5,1,0,12,0.10746769917509166,0.3689299422973701,0,200,31,0,230,1110
5971,night,2,2,0,0,35,0.08148646821140276,0.44104710215553417,0,34,4,0,39,185
13331,afternoon,1,0,0,1,87,0.07226389933789401,0.7819887627199682,0,75,8,0,85,412
13100,afternoon,1,3,0,0,73,0.05764152809358893,0.5079377252419903,1,73,5,8,87,405
18043,afternoon,1,0,0,0,89,0.09283181966924288,0.7669409699650025,1,101,10,10,121,557
13834,afternoon,1,0,0,0,68,0.1359662462446027,0.3520411072157745,1,77,11,8,97,427
10325,afternoon,1,2,0,0,31,0.12813483719570073,0.6830277861068839,0,58,8,0,65,319
8996,morning,0,0,0,0,69,0.023659752570113844,0.3466716986405756,0,50,2,0,53,278
5863,afternoon,1,6,1,1,25,0.07771445871001349,0.3987478623481427,0,33,4,0,38,181
6912,night,2,0,0,0,89,0.05953631576563373,0.6080511206725581,0,39,3,0,42,214
9353,afternoon,1,6,1,0,64,0.08127255948077612,0.5172390809496692,1,52,5,6,64,289
7582,morning,0,6,1,0,46,0.09274564278460577,0.6333371264219165,1,43,4,6,54,234
7412,night,2,5,1,0,73,0.04400336815970562,0.7867031460233347,0,42,3,0,44,229
16088,morning,0,6,1,0,72,0.11378816834579077,0.3263568633617463,1,90,11,13,114,497
18085,morning,0,0,0,0,30,0.07700816601031596,0.3958133359772406,0,101,8,0,109,559
13764,morning,0,1,0,1,53,0.13904072658778954,0.6201119612694861,1,77,14,8,99,425
21009,morning,0,3,0,1,55,0.023015286289227346,0.748263225095199,0,117,4,0,121,649
9805,night,2,3,0,0,12,0.04276630114237502,0.6988239550219244,0,55,3,0,60,303
19546,afternoon,1,0,0,0,79,0.10275557606724778,0.5327912427750334,0,109,12,0,123,604
16388,morning,0,2,0,0,89,0.10342156958306706,0.6727373375422188,1,92,10,12,116,506
4593,night,2,1,0,1,57,0.0898625869300334,0.40404878051657156,0,26,4,0,30,142
9433,night,2,2,0,0,62,0.13663520344287544,0.3068652957871459,1,53,9,8,70,292
4338,night,2,2,0,0,43,0.06983780104639202,0.5850083251627074,0,25,3,0,30,134
8536,morning,0,0,0,0,30,0.07004441744810233,0.7066223354963614,1,48,4,7,59,264
12367,afternoon,1,4,0,0,50,0.12925716358690081,0.5167217696901629,1,69,10,6,86,382
19483,peak,3,0,0,0,25,0.0846130138396173,0.5846243852243769,0,109,13,0,121,602
10003,night,2,5,1,0,40,0.06244731939027205,0.5110905973202298,1,56,5,8,69,309
14746,morning,0,4,0,0,53,0.10627255830006309,0.5570189499360172,0,82,9,0,92,456
14422,morning,0,6,1,0,25,0.0943604741825033,0.7421731318924584,1,81,8,7,97,446
16442,afternoon,1,1,0,0,22,0.056769206034390986,0.5390700546513616,0,92,6,0,100,508
40476,peak,3,4,0,0,86,0.05575145576974588,0.30373779323428485,0,225,18,0,242,1249
5726,afternoon,1,0,0,0,58,0.06747353570327057,0.6999243211685754,0,32,3,0,35,177
15333,afternoon,1,0,0,0,35,0.028594407879223238,0.608858670701253,0,86,3,0,89,474
16982,morning,0,2,0,0,33,0.1331140282985167,0.6651966684677978,0,95,13,0,107,525
11770,afternoon,1,0,0,0,60,0.04196240482359981,0.7505436031703219,0,66,3,0,70,364
7956,night,2,6,1,0,66,0.043258916279326466,0.44310711811523534,1,45,3,4,52,246
8514,afternoon,1,5,1,0,66,0.09764460860204932,0.5515349606334827,0,48,5,0,53,263
3948,night,2,0,0,0,81,0.10690964567597736,0.6012417746729393,0,22,3,0,24,122
24963,peak,3,3,0,0,89,0.1084202551519847,0.4726955822478411,1,139,22,16,178,771
10902,morning,0,3,0,0,84,0.06500900282050773,0.7230335761769104,1,61,4,7,73,337
19114,afternoon,1,2,0,1,46,0.12479947434919107,0.6487830899499292,0,107,18,0,126,590
19164,morning,0,4,0,0,55,0.08527988740976533,0.6667037919065256,0,107,10,0,117,592
5079,night,2,4,0,1,47,0.07263050625950666,0.7040036341882964,0,29,4,0,34,157
14318,afternoon,1,3,0,0,26,0.11724637530388009,0.42904209065579163,0,80,10,0,89,442
18032,afternoon,1,5,1,0,56,0.04922734990686053,0.6728208948324887,0,101,6,0,109,557
3841,night,2,1,0,1,73,0.12322225321226231,0.6869034297751502,0,22,5,0,29,119
7478,afternoon,1,6,1,0,61,0.08465952734779131,0.7211962733255168,0,42,4,0,45,231
56336,peak,3,6,1,0,89,0.1280069789207764,0.5442689152508455,0,313,57,0,369,1739
15623,afternoon,1,6,1,0,24,0.0441935037266911,0.5520948077468742,0,87,5,0,91,483
20899,morning,0,5,1,0,42,0.13232756912029112,0.34908911005058524,0,117,16,0,134,645
10250,afternoon,1,3,0,0,16,0.10254520903668682,0.726060479409115,0,57,7,0,63,317
7532,night,2,6,1,0,19,0.09419942321628627,0.5667440943563326,1,42,5,6,53,233
8892,morning,0,5,1,0,24,0.07064810233796089,0.5972173608221092,1,50,4,5,61,275
3931,night,2,1,0,0,52,0.1347577999958869,0.3607203282430613,0,22,4,0,26,122
38763,peak,3,4,0,0,28,0.07327035539738154,0.6009112659531675,1,216,23,33,272,1197
10348,morning,0,3,0,0,43,0.07982515429370911,0.32099417504755295,0,58,5,0,64,320
24187,peak,3,0,0,1,16,0.11377977303023751,0.7616043833203252,0,135,27,0,163,747
9475,morning,0,6,1,0,20,0.054181091553524734,0.7317687360012985,0,53,3,0,58,293
5375,morning,0,1,0,0,45,0.054979437537655024,0.3971587118156123,0,30,2,0,33,166
16205,morning,0,1,0,0,12,0.11303572251454641,0.5969003330283159,1,91,11,11,114,501
5949,night,2,1,0,0,51,0.03542957470281295,0.6013495602514316,0,34,2,0,38,184
6436,afternoon,1,4,0,0,90,0.1187557424351628,0.7017162073509864,0,36,5,0,40,199
7598,morning,0,5,1,1,65,0.0950210009971818,0.6784601813761523,0,43,6,0,51,235
6692,afternoon,1,2,0,0,43,0.08469005196839254,0.7966216077884096,0,38,4,0,44,207
16054,afternoon,1,6,1,0,61,0.047493125861585786,0.47542033856728355,0,90,5,0,94,496
6750,morning,0,0,0,1,70,0.11436418032132906,0.3623162259088634,0,38,6,0,43,209
8288,night,2,6,1,1,73,0.11659437074104992,0.5867358599758651,0,47,9,0,58,256
2245,night,2,3,0,0,22,0.07795302414518214,0.6819958370333575,0,13,2,0,14,70
9676,afternoon,1,5,1,0,34,0.06670027698286506,0.4428966761528202,0,54,4,0,57,299
56867,peak,3,1,0,0,37,0.049539420502872786,0.41810318342899444,0,316,22,0,340,1755
17402,afternoon,1,6,1,0,74,0.11050808205070099,0.7012272976398419,0,97,12,0,108,537
20781,peak,3,4,0,0,57,0.09673423077520475,0.6768611458626114,0,116,16,0,132,642
18356,afternoon,1,1,0,0,80,0.04479572352402293,0.4016959838685933,0,102,5,0,108,567
13631,afternoon,1,5,1,0,17,0.11533616956218809,0.7346353019976659,0,76,10,0,87,421
20355,morning,0,3,0,0,62,0.12586463760301514,0.36736470862957954,0,114,15,0,131,629
6784,night,2,0,0,0,54,0.027109671529789506,0.3546199126358964,0,38,2,0,39,210
16962,afternoon,1,1,0,1,53,0.11269047656288496,0.4755536182292493,0,95,15,0,110,524
21879,morning,0,6,1,0,24,0.12233623201131831,0.7432662964793167,0,122,15,0,136,676
8889,morning,0,6,1,0,36,0.13898094793694565,0.6477200843296052,0,50,7,0,56,275
15467,afternoon,1,4,0,0,13,0.04851217987248403,0.4973592912756174,0,86,5,0,90,478
12831,afternoon,1,4,0,0,25,0.06452038462571034,0.3786254617259361,0,72,5,0,79,396
2285,night,2,2,0,1,28,0.1359429310641055,0.6567382563613222,0,13,3,0,17,71
2168,night,2,4,0,0,51,0.03128186603523014,0.5995736097441563,0,13,2,0,16,67
7290,morning,0,2,0,0,50,0.0828449412697705,0.7938414555345654,0,41,4,0,45,225
7468,night,2,0,0,1,36,0.08080934958054653,0.6827797309072725,1,42,6,5,53,231
14243,morning,0,3,0,1,59,0.09278572866573964,0.3510619782042357,0,80,10,0,89,440
6682,night,2,2,0,0,60,0.059695113781554815,0.6641075297053156,1,38,3,5,46,207
2219,night,2,1,0,0,44,0.13111017064061498,0.4287235227582251,1,13,3,2,18,69
12731,afternoon,1,5,1,0,38,0.05240735131508874,0.7809478494877089,1,71,4,11,86,393
9610,night,2,6,1,0,56,0.0979634621101283,0.30963680873710536,1,54,7,6,66,297
11529,morning,0,1,0,1,42,0.07951124273059235,0.4191752951589822,1,65,7,7,78,356
14925,afternoon,1,6,1,0,74,0.05200081429760959,0.5494991882559124,1,83,5,10,99,461
8134,night,2,3,0,0,49,0.042662455486691245,0.3395342002269297,0,46,3,0,51,251
18733,afternoon,1,4,0,0,90,0.1347874549109191,0.47203141717209923,0,105,15,0,119,579
13588,afternoon,1,5,1,0,51,0.08735497539149431,0.5486174866059617,0,76,7,0,84,420
19839,afternoon,1,1,0,0,69,0.09250290946693301,0.5234666263533505,0,111,11,0,122,613
5213,night,2,5,1,0,76,0.11394745508503741,0.5302926125337004,0,29,4,0,33,161
20578,morning,0,2,0,0,22,0.02974719903197398,0.739511525969677,1,115,4,15,136,635
9445,morning,0,3,0,1,26,0.10565171213561345,0.552645436782659,1,53,7,5,64,292
4213,night,2,1,0,0,68,0.039816816508678445,0.7705234254129485,0,24,2,0,28,131
2344,night,2,4,0,0,36,0.10885773020917472,0.37386584038203935,0,14,2,0,17,73
18189,morning,0,5,1,0,50,0.036959440595285276,0.4401280437530172,0,102,4,0,108,562
12008,morning,0,4,0,0,44,0.11989924398483155,0.6282578875969669,0,67,9,0,78,371
9085,morning,0,5,1,0,40,0.1017219512872415,0.4415612909511407,0,51,6,0,57,281
8505,morning,0,1,0,0,69,0.06630683466229045,0.47363803470702576,1,48,4,5,57,263
19949,afternoon,1,3,0,0,83,0.06306013326831002,0.7505140990037955,1,111,8,14,133,616
8914,night,2,0,0,0,22,0.037873647626710354,0.5692795874025165,0,50,3,0,54,276
14656,afternoon,1,1,0,0,24,0.128486402691934,0.46733037797965854,0,82,12,0,95,453
15832,afternoon,1,4,0,0,80,0.03422351274185749,0.6883558889454564,1,88,4,11,102,489
13471,afternoon,1,0,0,0,32,0.07664928662349509,0.3353323770251016,0,75,7,0,81,416
5279,night,2,3,0,0,14,0.04838221457477642,0.5818313051031063,0,30,2,0,32,163
20938,afternoon,1,4,0,0,37,0.13955930096228314,0.34983486107328615,1,117,18,10,145,647
23135,peak,3,3,0,0,44,0.0903012861822438,0.388425401024683,0,129,17,0,148,714
12699,afternoon,1,5,1,0,33,0.03795014040692154,0.33122272714475165,0,71,3,0,73,392
10933,morning,0,1,0,0,73,0.10010767971461686,0.7508415143914002,1,61,7,9,79,338
13068,afternoon,1,3,0,0,16,0.13899308206670616,0.32410222938391825,0,73,11,0,85,404
12515,morning,0,4,0,0,30,0.09260519367384488,0.5582082239700935,0,70,7,0,78,387
14089,afternoon,1,1,0,0,20,0.07488549134674334,0.41248870099204943,0,79,7,0,87,435
7692,morning,0,6,1,0,69,0.055192414594238556,0.4917943168486138,0,43,3,0,45,238
13283,morning,0,4,0,0,35,0.031054809779452155,0.5468280923399153,0,74,3,0,78,410
3775,night,2,4,0,0,50,0.04738955587878651,0.5250300706418876,0,21,2,0,22,117
8444,morning,0,6,1,0,87,0.08643449354778486,0.6740435949358858,0,47,5,0,52,261
2623,night,2,6,1,0,72,0.11045428383794988,0.7559416631280629,1,15,2,2,21,81
17563,morning,0,0,0,0,59,0.12535170682755797,0.4501361070423494,0,98,13,0,113,542
12116,afternoon,1,2,0,0,61,0.11524547004472047,0.31227024857802943,0,68,9,0,78,374
15904,afternoon,1,3,0,1,73,0.03505582416469012,0.7469727178699163,0,89,5,0,96,491
17074,afternoon,1,3,0,0,64,0.11281518620156562,0.7893920328496971,0,95,12,0,108,527
17173,morning,0,0,0,0,32,0.08979254553749667,0.5166755871864323,1,96,9,8,112,530
12488,morning,0,5,1,0,49,0.07629290690057884,0.5278944386746139,1,70,6,9,86,386
11059,morning,0,3,0,0,70,0.08873169421664968,0.3720780552431375,0,62,6,0,69,342
11059,morning,0,6,1,0,54,0.020969039452698502,0.5377617250479925,0,62,2,0,66,342
15541,afternoon,1,0,0,0,28,0.02812762915652322,0.4516746179904869,0,87,3,0,92,480
37280,peak,3,3,0,0,80,0.08310191348875774,0.7971900337680681,1,208,25,27,259,1151
8411,night,2,3,0,0,55,0.04083430993778692,0.3924239821033219,0,47,3,0,52,260
9228,night,2,4,0,0,74,0.08546491425601199,0.48929336600622897,0,52,6,0,57,285
3252,night,2,0,0,1,34,0.06250562862497783,0.6082509909993019,0,19,2,0,23,101
7619,afternoon,1,6,1,0,79,0.12888944248097034,0.47256177591119924,0,43,6,0,50,236
15509,morning,0,5,1,1,37,0.13396201127653445,0.5372117695260137,0,87,15,0,102,479
31174,peak,3,3,0,0,59,0.13757409356822237,0.7867418166204382,1,174,34,19,229,962
5170,afternoon,1,5,1,0,58,0.12787255950593823,0.5540356880253992,0,29,4,0,35,160
19585,afternoon,1,2,0,1,57,0.13830690214307995,0.7551602192369088,0,109,20,0,131,605
8923,morning,0,0,0,0,40,0.10473765508872342,0.3215414343726397,0,50,6,0,55,276
